URL	Question	Option A	Option B	Option C	Option D	Prompt	GT	gpt4o Response
https://attack.mitre.org/techniques/T0871	How does Triton leverage a specific protocol to facilitate its operations?	By using Modbus to alter PLC configurations	By using OPC UA to send control commands	By reconstructing the TriStation protocol for program download and changes	By employing PROFINET for device communication	You are given a multiple-choice question (MCQ) from a Cyber Threat Intelligence (CTI) knowledge benchmark dataset. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D.  **Question:** How does Triton leverage a specific protocol to facilitate its operations?  **Options:** A) By using Modbus to alter PLC configurations B) By using OPC UA to send control commands C) By reconstructing the TriStation protocol for program download and changes D) By employing PROFINET for device communication  **Important:** The last line of your answer should contain only the single letter corresponding to the best option, with no additional text. 	C	C
https://attack.mitre.org/techniques/T0871	Which data source is appropriate for detecting OS API execution related to potential malicious activities?	DS0009 - Network Traffic	DS0009 - Process	DS0009 - Application Logs	DS0009 - File Access	You are given a multiple-choice question (MCQ) from a Cyber Threat Intelligence (CTI) knowledge benchmark dataset. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D.  **Question:** Which data source is appropriate for detecting OS API execution related to potential malicious activities?  **Options:** A) DS0009 - Network Traffic B) DS0009 - Process C) DS0009 - Application Logs D) DS0009 - File Access  **Important:** The last line of your answer should contain only the single letter corresponding to the best option, with no additional text. 	B	B
https://attack.mitre.org/techniques/T0812	Which MITRE ATT&CK tactic does T0812 represent?	Initial Access	Execution	Lateral Movement	Defense Evasion	You are given a multiple-choice question (MCQ) from a Cyber Threat Intelligence (CTI) knowledge benchmark dataset. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D.  **Question:** Which MITRE ATT&CK tactic does T0812 represent?  **Options:** A) Initial Access B) Execution C) Lateral Movement D) Defense Evasion  **Important:** The last line of your answer should contain only the single letter corresponding to the best option, with no additional text. 	C	C
https://attack.mitre.org/techniques/T0828	Which malware caused a temporary loss of production in a Honda manufacturing plant?	LockerGoga	S0368: NotPetya	S0606: Bad Rabbit	S0605: EKANS	You are given a multiple-choice question (MCQ) from a Cyber Threat Intelligence (CTI) knowledge benchmark dataset. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D.  **Question:** Which malware caused a temporary loss of production in a Honda manufacturing plant?  **Options:** A) LockerGoga B) S0368: NotPetya C) S0606: Bad Rabbit D) S0605: EKANS  **Important:** The last line of your answer should contain only the single letter corresponding to the best option, with no additional text. 	D	D
https://attack.mitre.org/techniques/T0828	How did the Triton Safety Instrumented System Attack (C0030) affect plant operations?	Implemented a backdoor	Encrypted sensitive files	Tripped a controller into a failed safe state	Opened power breakers	You are given a multiple-choice question (MCQ) from a Cyber Threat Intelligence (CTI) knowledge benchmark dataset. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D.  **Question:** How did the Triton Safety Instrumented System Attack (C0030) affect plant operations?  **Options:** A) Implemented a backdoor B) Encrypted sensitive files C) Tripped a controller into a failed safe state D) Opened power breakers  **Important:** The last line of your answer should contain only the single letter corresponding to the best option, with no additional text. 	C	C
https://attack.mitre.org/techniques/T0828	In the Colonial Pipeline ransomware incident, how many barrels of fuel per day were impacted?	1 million	3 million	2.5 million	5 million	You are given a multiple-choice question (MCQ) from a Cyber Threat Intelligence (CTI) knowledge benchmark dataset. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D.  **Question:** In the Colonial Pipeline ransomware incident, how many barrels of fuel per day were impacted?  **Options:** A) 1 million B) 3 million C) 2.5 million D) 5 million  **Important:** The last line of your answer should contain only the single letter corresponding to the best option, with no additional text. 	C	C
https://attack.mitre.org/techniques/T0828	Which mitigation (ID M0953) is suggested to manage the risk of data compromise and enable quick recovery?	Limit file extensions	Implement network segmentation	Store data backups separately	Implement two-factor authentication	You are given a multiple-choice question (MCQ) from a Cyber Threat Intelligence (CTI) knowledge benchmark dataset. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D.  **Question:** Which mitigation (ID M0953) is suggested to manage the risk of data compromise and enable quick recovery?  **Options:** A) Limit file extensions B) Implement network segmentation C) Store data backups separately D) Implement two-factor authentication  **Important:** The last line of your answer should contain only the single letter corresponding to the best option, with no additional text. 	C	C
https://attack.mitre.org/techniques/T0837	"In the context of MITRE ATT&CK's ""Loss of Protection"" (T0837) technique, which of the following impacts is NOT typically associated with this technique?"	Extended equipment uptime	Prolonged process disruptions	Loss of Control	Property Damage	"You are given a multiple-choice question (MCQ) from a Cyber Threat Intelligence (CTI) knowledge benchmark dataset. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D.  **Question:** In the context of MITRE ATT&CK's ""Loss of Protection"" (T0837) technique, which of the following impacts is NOT typically associated with this technique?  **Options:** A) Extended equipment uptime B) Prolonged process disruptions C) Loss of Control D) Property Damage  **Important:** The last line of your answer should contain only the single letter corresponding to the best option, with no additional text. "	A	D
https://attack.mitre.org/techniques/T0837	Considering the procedure example involving Industroyer, which system component did it target to execute a Denial of Service?	Network routers	Automated protective relays	SCADA servers	Firewalls	You are given a multiple-choice question (MCQ) from a Cyber Threat Intelligence (CTI) knowledge benchmark dataset. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D.  **Question:** Considering the procedure example involving Industroyer, which system component did it target to execute a Denial of Service?  **Options:** A) Network routers B) Automated protective relays C) SCADA servers D) Firewalls  **Important:** The last line of your answer should contain only the single letter corresponding to the best option, with no additional text. 	B	B
https://attack.mitre.org/techniques/T0879	Regarding MITRE ATT&CK technique T0879 (Damage to Property) for ICS, which mitigation approach focuses on ensuring devices only communicate with authorized systems?	M0805: Mechanical Protection Layers	M0807: Network Allowlists	M0812: Safety Instrumented Systems	M0809: Secure Network Architectures	You are given a multiple-choice question (MCQ) from a Cyber Threat Intelligence (CTI) knowledge benchmark dataset. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D.  **Question:** Regarding MITRE ATT&CK technique T0879 (Damage to Property) for ICS, which mitigation approach focuses on ensuring devices only communicate with authorized systems?  **Options:** A) M0805: Mechanical Protection Layers B) M0807: Network Allowlists C) M0812: Safety Instrumented Systems D) M0809: Secure Network Architectures  **Important:** The last line of your answer should contain only the single letter corresponding to the best option, with no additional text. 	B	B
https://attack.mitre.org/techniques/T0879	In the incident reported by the German Federal Office for Information Security (BSI) related to MITRE ATT&CK technique T0879 (Damage to Property), what was the primary outcome of the attack on the steel mill?	Triggering unauthorized access and data exfiltration	Causing massive impact and damage from the uncontrolled shutdown of a blast furnace	Stealing sensitive information from the control systems	Causing physical harm to personnel on-site	You are given a multiple-choice question (MCQ) from a Cyber Threat Intelligence (CTI) knowledge benchmark dataset. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D.  **Question:** In the incident reported by the German Federal Office for Information Security (BSI) related to MITRE ATT&CK technique T0879 (Damage to Property), what was the primary outcome of the attack on the steel mill?  **Options:** A) Triggering unauthorized access and data exfiltration B) Causing massive impact and damage from the uncontrolled shutdown of a blast furnace C) Stealing sensitive information from the control systems D) Causing physical harm to personnel on-site  **Important:** The last line of your answer should contain only the single letter corresponding to the best option, with no additional text. 	B	B
https://attack.mitre.org/techniques/T0879	Which MITRE ATT&CK technique was employed by an adversary who controlled the Lodz city tram system in Poland, leading to tram derailments and collisions?	T0821: Control Station Capture	T0854: Manipulation of Control	T0879: Damage to Property	T0840: Remote Service Exploitation	You are given a multiple-choice question (MCQ) from a Cyber Threat Intelligence (CTI) knowledge benchmark dataset. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D.  **Question:** Which MITRE ATT&CK technique was employed by an adversary who controlled the Lodz city tram system in Poland, leading to tram derailments and collisions?  **Options:** A) T0821: Control Station Capture B) T0854: Manipulation of Control C) T0879: Damage to Property D) T0840: Remote Service Exploitation  **Important:** The last line of your answer should contain only the single letter corresponding to the best option, with no additional text. 	C	B
https://attack.mitre.org/techniques/T0879	What was a significant environmental consequence in the Maroochy Water Breach incident related to MITRE ATT&CK technique T0879 (Damage to Property)?	Contamination of the water supply by hazardous chemicals	Spill of 800,000 liters of raw sewage affecting parks, rivers, and a local hotel	Destruction of a critical power grid	Release of toxic gas from a chemical plant	You are given a multiple-choice question (MCQ) from a Cyber Threat Intelligence (CTI) knowledge benchmark dataset. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D.  **Question:** What was a significant environmental consequence in the Maroochy Water Breach incident related to MITRE ATT&CK technique T0879 (Damage to Property)?  **Options:** A) Contamination of the water supply by hazardous chemicals B) Spill of 800,000 liters of raw sewage affecting parks, rivers, and a local hotel C) Destruction of a critical power grid D) Release of toxic gas from a chemical plant  **Important:** The last line of your answer should contain only the single letter corresponding to the best option, with no additional text. 	B	B
https://attack.mitre.org/techniques/T1560/001/	Which technique do adversaries use to archive data prior to exfiltration?	LSASS dumping	Makecab utility	SQL Injection	Registry Modification	You are given a multiple-choice question (MCQ) from a Cyber Threat Intelligence (CTI) knowledge benchmark dataset. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D.  **Question:** Which technique do adversaries use to archive data prior to exfiltration?  **Options:** A) LSASS dumping B) Makecab utility C) SQL Injection D) Registry Modification  **Important:** The last line of your answer should contain only the single letter corresponding to the best option, with no additional text. 	B	B
https://attack.mitre.org/techniques/T1560/001/	Which of the following tools is NOT mentioned as being used by adversaries to archive collected data?	7-Zip	WinRAR	xcopy	HollyVac	You are given a multiple-choice question (MCQ) from a Cyber Threat Intelligence (CTI) knowledge benchmark dataset. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D.  **Question:** Which of the following tools is NOT mentioned as being used by adversaries to archive collected data?  **Options:** A) 7-Zip B) WinRAR C) xcopy D) HollyVac  **Important:** The last line of your answer should contain only the single letter corresponding to the best option, with no additional text. 	D	D
https://attack.mitre.org/techniques/T1560/001/	Which group is known to use gzip for Linux OS and a modified RAR software on Windows for archiving data?	Aquatic Panda	CopyKittens	Chimera	Mustang Panda	You are given a multiple-choice question (MCQ) from a Cyber Threat Intelligence (CTI) knowledge benchmark dataset. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D.  **Question:** Which group is known to use gzip for Linux OS and a modified RAR software on Windows for archiving data?  **Options:** A) Aquatic Panda B) CopyKittens C) Chimera D) Mustang Panda  **Important:** The last line of your answer should contain only the single letter corresponding to the best option, with no additional text. 	C	D
https://attack.mitre.org/techniques/T1560/001/	CERTUTIL can be used by adversaries to perform which activity before exfiltrating data?	Base64 encoding of collected data	Assembly injection	Phishing	Firewall tampering	You are given a multiple-choice question (MCQ) from a Cyber Threat Intelligence (CTI) knowledge benchmark dataset. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D.  **Question:** CERTUTIL can be used by adversaries to perform which activity before exfiltrating data?  **Options:** A) Base64 encoding of collected data B) Assembly injection C) Phishing D) Firewall tampering  **Important:** The last line of your answer should contain only the single letter corresponding to the best option, with no additional text. 	A	A
https://attack.mitre.org/techniques/T1560/001/	Which detection method can help identify the creation of compressed or encrypted files?	Checking firewall logs	Monitoring file creation for specific extensions	Examining system timestamps	Analyzing DNS requests	You are given a multiple-choice question (MCQ) from a Cyber Threat Intelligence (CTI) knowledge benchmark dataset. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D.  **Question:** Which detection method can help identify the creation of compressed or encrypted files?  **Options:** A) Checking firewall logs B) Monitoring file creation for specific extensions C) Examining system timestamps D) Analyzing DNS requests  **Important:** The last line of your answer should contain only the single letter corresponding to the best option, with no additional text. 	B	B
https://attack.mitre.org/techniques/T1560/001/	During which operation did the threat actors use 7-Zip to compress stolen emails?	Operation Honeybee	SolarWinds Compromise	Operation Dream Job	Cutting Edge	You are given a multiple-choice question (MCQ) from a Cyber Threat Intelligence (CTI) knowledge benchmark dataset. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D.  **Question:** During which operation did the threat actors use 7-Zip to compress stolen emails?  **Options:** A) Operation Honeybee B) SolarWinds Compromise C) Operation Dream Job D) Cutting Edge  **Important:** The last line of your answer should contain only the single letter corresponding to the best option, with no additional text. 	B	C
https://attack.mitre.org/techniques/T0856	Which of the following assets is NOT listed as being potentially targeted by the Spoof Reporting Message technique (T0856) in ICS environments?	Human-Machine Interface (HMI)	Intelligent Electronic Device (IED)	Safety Controller	Firewall	You are given a multiple-choice question (MCQ) from a Cyber Threat Intelligence (CTI) knowledge benchmark dataset. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D.  **Question:** Which of the following assets is NOT listed as being potentially targeted by the Spoof Reporting Message technique (T0856) in ICS environments?  **Options:** A) Human-Machine Interface (HMI) B) Intelligent Electronic Device (IED) C) Safety Controller D) Firewall  **Important:** The last line of your answer should contain only the single letter corresponding to the best option, with no additional text. 	D	D
https://attack.mitre.org/techniques/T0856	What is a primary example detailed for the Spoof Reporting Message (T0856) technique, showcasing its use during a cyber incident?	Petya Ransomware	In the Maroochy Water Breach, false data and instructions were sent to pumping stations and the central computer	Stuxnet	VirusTotal C	You are given a multiple-choice question (MCQ) from a Cyber Threat Intelligence (CTI) knowledge benchmark dataset. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D.  **Question:** What is a primary example detailed for the Spoof Reporting Message (T0856) technique, showcasing its use during a cyber incident?  **Options:** A) Petya Ransomware B) In the Maroochy Water Breach, false data and instructions were sent to pumping stations and the central computer C) Stuxnet D) VirusTotal C  **Important:** The last line of your answer should contain only the single letter corresponding to the best option, with no additional text. 	B	B
https://attack.mitre.org/techniques/T0856	Which network mitigation technique aims to authenticate control function communications through MAC functions or digital signatures, specifically addressing legacy controllers or RTUs in ICS environments?	Software Process and Device Authentication	Network Segmentation	Communication Authenticity	Network Allowlists	You are given a multiple-choice question (MCQ) from a Cyber Threat Intelligence (CTI) knowledge benchmark dataset. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D.  **Question:** Which network mitigation technique aims to authenticate control function communications through MAC functions or digital signatures, specifically addressing legacy controllers or RTUs in ICS environments?  **Options:** A) Software Process and Device Authentication B) Network Segmentation C) Communication Authenticity D) Network Allowlists  **Important:** The last line of your answer should contain only the single letter corresponding to the best option, with no additional text. 	C	C
https://attack.mitre.org/techniques/T0856	Which mitigation strategy involves filtering network traffic to prevent unauthorized command or reporting messages, highlighting the need for accurate allowlisting to avoid blocking valid messages?	Communication Authenticity	Network Segmentation	Filter Network Traffic	Software Process and Device Authentication	You are given a multiple-choice question (MCQ) from a Cyber Threat Intelligence (CTI) knowledge benchmark dataset. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D.  **Question:** Which mitigation strategy involves filtering network traffic to prevent unauthorized command or reporting messages, highlighting the need for accurate allowlisting to avoid blocking valid messages?  **Options:** A) Communication Authenticity B) Network Segmentation C) Filter Network Traffic D) Software Process and Device Authentication  **Important:** The last line of your answer should contain only the single letter corresponding to the best option, with no additional text. 	C	C
https://attack.mitre.org/techniques/T0882	Under the MITRE ATT&CK framework, which malware is specifically noted for collecting AutoCAD drawings that contain operational information?	ACAD/Medre.A (S1000)	Flame (S0143)	Duqu (S0038)	REvil (S0496)	You are given a multiple-choice question (MCQ) from a Cyber Threat Intelligence (CTI) knowledge benchmark dataset. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D.  **Question:** Under the MITRE ATT&CK framework, which malware is specifically noted for collecting AutoCAD drawings that contain operational information?  **Options:** A) ACAD/Medre.A (S1000) B) Flame (S0143) C) Duqu (S0038) D) REvil (S0496)  **Important:** The last line of your answer should contain only the single letter corresponding to the best option, with no additional text. 	A	A
https://attack.mitre.org/techniques/T0830	In the context of the Triton Safety Instrumented System Attack, what specific action did TEMP.Veles perform? (Enterprise)	Changed email addresses	Tampered with DNS settings	Changed phone numbers	Modified firewall rules	You are given a multiple-choice question (MCQ) from a Cyber Threat Intelligence (CTI) knowledge benchmark dataset. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D.  **Question:** In the context of the Triton Safety Instrumented System Attack, what specific action did TEMP.Veles perform? (Enterprise)  **Options:** A) Changed email addresses B) Tampered with DNS settings C) Changed phone numbers D) Modified firewall rules  **Important:** The last line of your answer should contain only the single letter corresponding to the best option, with no additional text. 	C	B
https://attack.mitre.org/techniques/T0830	Which mitigation strategy involves ensuring that any messages tampered with through AiTM can be detected?	Communication Authenticity (M0802)	Network Intrusion Prevention (M0931)	Out-of-Band Communications Channel (M0810)	Static Network Configuration (M0814)	You are given a multiple-choice question (MCQ) from a Cyber Threat Intelligence (CTI) knowledge benchmark dataset. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D.  **Question:** Which mitigation strategy involves ensuring that any messages tampered with through AiTM can be detected?  **Options:** A) Communication Authenticity (M0802) B) Network Intrusion Prevention (M0931) C) Out-of-Band Communications Channel (M0810) D) Static Network Configuration (M0814)  **Important:** The last line of your answer should contain only the single letter corresponding to the best option, with no additional text. 	A	A
https://attack.mitre.org/techniques/T0830	What is a correct data source to monitor for anomalies associated with known AiTM behavior?	Application Log	Network Traffic	Process	Windows Registry	You are given a multiple-choice question (MCQ) from a Cyber Threat Intelligence (CTI) knowledge benchmark dataset. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D.  **Question:** What is a correct data source to monitor for anomalies associated with known AiTM behavior?  **Options:** A) Application Log B) Network Traffic C) Process D) Windows Registry  **Important:** The last line of your answer should contain only the single letter corresponding to the best option, with no additional text. 	B	B
https://attack.mitre.org/techniques/T0830	How can you mitigate the scope of AiTM activity using network architecture?	Disable unnecessary legacy network protocols	Utilize out-of-band communication	Network segmentation	Detect and prevent network intrusion	You are given a multiple-choice question (MCQ) from a Cyber Threat Intelligence (CTI) knowledge benchmark dataset. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D.  **Question:** How can you mitigate the scope of AiTM activity using network architecture?  **Options:** A) Disable unnecessary legacy network protocols B) Utilize out-of-band communication C) Network segmentation D) Detect and prevent network intrusion  **Important:** The last line of your answer should contain only the single letter corresponding to the best option, with no additional text. 	C	C
https://attack.mitre.org/techniques/T0830	Which detection technique specifically monitors for the process creation events related to networking-based system calls?	Application Log	Content Network Traffic	Network Traffic Flow	Process Creation	You are given a multiple-choice question (MCQ) from a Cyber Threat Intelligence (CTI) knowledge benchmark dataset. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D.  **Question:** Which detection technique specifically monitors for the process creation events related to networking-based system calls?  **Options:** A) Application Log B) Content Network Traffic C) Network Traffic Flow D) Process Creation  **Important:** The last line of your answer should contain only the single letter corresponding to the best option, with no additional text. 	D	D
https://attack.mitre.org/techniques/T0843	Which of the following procedures involve the use of the CODESYS protocol for downloading programs to Schneider PLCs in relation to MITRE ATT&CK T0843 (Program Download) technique?	Stuxnet	PLC-Blaster	INCONTROLLER	Triton	You are given a multiple-choice question (MCQ) from a Cyber Threat Intelligence (CTI) knowledge benchmark dataset. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D.  **Question:** Which of the following procedures involve the use of the CODESYS protocol for downloading programs to Schneider PLCs in relation to MITRE ATT&CK T0843 (Program Download) technique?  **Options:** A) Stuxnet B) PLC-Blaster C) INCONTROLLER D) Triton  **Important:** The last line of your answer should contain only the single letter corresponding to the best option, with no additional text. 	C	C
https://attack.mitre.org/techniques/T0843	What is a potential consequence of performing a full program download (i.e., download all) to a controller, as described in MITRE ATT&CK technique T0843 (Program Download)?	Interruption to network traffic	Increased CPU usage	Controller going into a stop state	Loss of integrity logs	You are given a multiple-choice question (MCQ) from a Cyber Threat Intelligence (CTI) knowledge benchmark dataset. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D.  **Question:** What is a potential consequence of performing a full program download (i.e., download all) to a controller, as described in MITRE ATT&CK technique T0843 (Program Download)?  **Options:** A) Interruption to network traffic B) Increased CPU usage C) Controller going into a stop state D) Loss of integrity logs  **Important:** The last line of your answer should contain only the single letter corresponding to the best option, with no additional text. 	C	C
https://attack.mitre.org/techniques/T0843	In the context of detecting program download activity, which data component should be monitored according to MITRE ATT&CK technique T0843 (Program Download)?	Application Log Content	Firewall Log Content	Authentication Log Content	User Log Content	You are given a multiple-choice question (MCQ) from a Cyber Threat Intelligence (CTI) knowledge benchmark dataset. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D.  **Question:** In the context of detecting program download activity, which data component should be monitored according to MITRE ATT&CK technique T0843 (Program Download)?  **Options:** A) Application Log Content B) Firewall Log Content C) Authentication Log Content D) User Log Content  **Important:** The last line of your answer should contain only the single letter corresponding to the best option, with no additional text. 	A	A
https://attack.mitre.org/techniques/T0843	Which mitigation strategy involves the use of cryptographic hash functions to verify the integrity of programs downloaded to a controller, in relation to MITRE ATT&CK technique T0843 (Program Download)?	Access Management	Authorization Enforcement	Audit	Code Signing	You are given a multiple-choice question (MCQ) from a Cyber Threat Intelligence (CTI) knowledge benchmark dataset. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D.  **Question:** Which mitigation strategy involves the use of cryptographic hash functions to verify the integrity of programs downloaded to a controller, in relation to MITRE ATT&CK technique T0843 (Program Download)?  **Options:** A) Access Management B) Authorization Enforcement C) Audit D) Code Signing  **Important:** The last line of your answer should contain only the single letter corresponding to the best option, with no additional text. 	C	D
https://attack.mitre.org/techniques/T0843	According to MITRE ATT&CK technique T0843 (Program Download), which attack procedure involved downloading multiple rounds of control logic to Safety Instrumented System (SIS) controllers through a program append operation?	Triton Safety Instrumented System Attack	PLC-Blaster	INCONTROLLER	Stuxnet	You are given a multiple-choice question (MCQ) from a Cyber Threat Intelligence (CTI) knowledge benchmark dataset. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D.  **Question:** According to MITRE ATT&CK technique T0843 (Program Download), which attack procedure involved downloading multiple rounds of control logic to Safety Instrumented System (SIS) controllers through a program append operation?  **Options:** A) Triton Safety Instrumented System Attack B) PLC-Blaster C) INCONTROLLER D) Stuxnet  **Important:** The last line of your answer should contain only the single letter corresponding to the best option, with no additional text. 	A	A
https://attack.mitre.org/techniques/T0843	Which mitigation involves restricting field controller access to program downloads, including online edits and program appends, by enforcing role-based access mechanisms according to MITRE ATT&CK technique T0843 (Program Download)?	Access Management	Authorization Enforcement	Code Signing	Communication Authenticity	You are given a multiple-choice question (MCQ) from a Cyber Threat Intelligence (CTI) knowledge benchmark dataset. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D.  **Question:** Which mitigation involves restricting field controller access to program downloads, including online edits and program appends, by enforcing role-based access mechanisms according to MITRE ATT&CK technique T0843 (Program Download)?  **Options:** A) Access Management B) Authorization Enforcement C) Code Signing D) Communication Authenticity  **Important:** The last line of your answer should contain only the single letter corresponding to the best option, with no additional text. 	B	B
https://attack.mitre.org/techniques/T0806	According to MITRE ATT&CK, which component is involved in detecting excessive I/O value manipulations?	Web Server Log	Firewall Log	Application Log	Event Viewer	You are given a multiple-choice question (MCQ) from a Cyber Threat Intelligence (CTI) knowledge benchmark dataset. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D.  **Question:** According to MITRE ATT&CK, which component is involved in detecting excessive I/O value manipulations?  **Options:** A) Web Server Log B) Firewall Log C) Application Log D) Event Viewer  **Important:** The last line of your answer should contain only the single letter corresponding to the best option, with no additional text. 	C	C
https://attack.mitre.org/techniques/T0806	Industroyer's IEC 104 module uses which of the following modes to execute its attack?	Range, Packet, Data Shift	Range, Shift, Sequence	Sequential, Binary, Data Range	Shift, Sequential, Packet Range	You are given a multiple-choice question (MCQ) from a Cyber Threat Intelligence (CTI) knowledge benchmark dataset. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D.  **Question:** Industroyer's IEC 104 module uses which of the following modes to execute its attack?  **Options:** A) Range, Packet, Data Shift B) Range, Shift, Sequence C) Sequential, Binary, Data Range D) Shift, Sequential, Packet Range  **Important:** The last line of your answer should contain only the single letter corresponding to the best option, with no additional text. 	B	C
https://attack.mitre.org/techniques/T0806	Which mitigation technique involves using allow/denylists to block access based on excessive I/O connections?	Network Allowlists	Network Segmentation	Filter Network Traffic	Software Process and Device Authentication	You are given a multiple-choice question (MCQ) from a Cyber Threat Intelligence (CTI) knowledge benchmark dataset. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D.  **Question:** Which mitigation technique involves using allow/denylists to block access based on excessive I/O connections?  **Options:** A) Network Allowlists B) Network Segmentation C) Filter Network Traffic D) Software Process and Device Authentication  **Important:** The last line of your answer should contain only the single letter corresponding to the best option, with no additional text. 	C	A
https://attack.mitre.org/techniques/T0806	For Brute Force I/O attacks described in MITRE ATT&CK, which asset is NOT listed as a target?	Safety Controller	Human-Machine Interface	Operational Databases	Control Server	You are given a multiple-choice question (MCQ) from a Cyber Threat Intelligence (CTI) knowledge benchmark dataset. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D.  **Question:** For Brute Force I/O attacks described in MITRE ATT&CK, which asset is NOT listed as a target?  **Options:** A) Safety Controller B) Human-Machine Interface C) Operational Databases D) Control Server  **Important:** The last line of your answer should contain only the single letter corresponding to the best option, with no additional text. 	C	A
https://attack.mitre.org/techniques/T0834	What specific system function blocks does PLC-Blaster use to initiate and destroy TCP connections? (MITRE ATT&CK, ICS)	TCON and TSEND	TDISCON and TRCV	TCON and TDISCON	TSEND and TRCV	You are given a multiple-choice question (MCQ) from a Cyber Threat Intelligence (CTI) knowledge benchmark dataset. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D.  **Question:** What specific system function blocks does PLC-Blaster use to initiate and destroy TCP connections? (MITRE ATT&CK, ICS)  **Options:** A) TCON and TSEND B) TDISCON and TRCV C) TCON and TDISCON D) TSEND and TRCV  **Important:** The last line of your answer should contain only the single letter corresponding to the best option, with no additional text. 	C	C
https://attack.mitre.org/techniques/T0834	Which mitigation strategy is recommended to minimize the exposure of API calls that allow the execution of code? (MITRE ATT&CK, ICS)	M0930 - API Monitoring	M0934 - Execution Control	M0938 - Execution Prevention	M0942 - API Restriction	You are given a multiple-choice question (MCQ) from a Cyber Threat Intelligence (CTI) knowledge benchmark dataset. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D.  **Question:** Which mitigation strategy is recommended to minimize the exposure of API calls that allow the execution of code? (MITRE ATT&CK, ICS)  **Options:** A) M0930 - API Monitoring B) M0934 - Execution Control C) M0938 - Execution Prevention D) M0942 - API Restriction  **Important:** The last line of your answer should contain only the single letter corresponding to the best option, with no additional text. 	C	D
